Nume,Email,"Facturare - Judet",Tip,Cui,Industrie,"Creat La"
"Artis Design Investment SRL",,,,RO14935329,,"2023-01-13 13:44:20"
"Asociatia Soc.Studentilor Medicinisti",,,,8740489,,"2023-01-13 13:44:20"
"Atelierul de bere SRL",,,,RO28197310,,"2023-01-13 13:44:20"
"Auto Racemi SRL",,,,RO21807586,,"2023-01-13 13:44:20"
"Autoserv Nord-Vest SRL",,,,RO29574630,,"2023-01-13 13:44:20"
"Avella SRL",,,,RO33017386,,"2023-01-13 13:44:20"
"Avicena Profertis SRL",,,,29531914,,"2023-01-13 13:44:20"
"Axxa Recovery SRL",,,,39650173,,"2023-01-13 13:44:20"
"BDG Service SRL",,,,35128640,,"2023-01-13 13:44:20"
"BTM Grup 2004 SRL",,,,RO16529130,,"2023-01-13 13:44:20"
"Beauty Mania SRL",,,,RO1956443,,"2023-01-13 13:44:20"
"Belladonna Pharm SRL",,,,RO3204579,,"2023-01-13 13:44:20"
"Beraria Veche SRL",,,,RO29514131,,"2023-01-13 13:44:20"
"Best Bite SRL",,,,RO15761816,,"2023-01-13 13:44:20"
"Biocomp SRL",,,,RO1973703,,"2023-01-13 13:44:20"
"Biolin Fam SRL",,,,RO28691690,,"2023-01-13 13:44:20"
Bioscenter,,,,,,"2023-01-13 13:44:20"
"Blue Acqua Marine SRL",,,,RO30766760,,"2023-01-13 13:44:20"
"Brikston Construction Solutions SA Iasi",,,,RO1989343,,"2023-01-13 13:44:20"
"Bulgaru Star SRL",,,,RO4957737,,"2023-01-13 13:44:20"
"CH2 Foods&Drinks SRL",,,,RO32475938,,"2023-01-13 13:44:20"
"CMI Iacob D. Mona-Lenuta",,,,19573882,,"2023-01-13 13:44:20"
"CS Edil SRL",,,,RO16538139,,"2023-01-13 13:44:20"
"Caffeteria Cappuccini SRL",,,,RO28889397,,"2023-01-13 13:44:20"
"Casa Cirdei SRL",,,,RO15615578,,"2023-01-13 13:44:20"
"Ceramica SA",,,,RO1989343,,"2023-01-13 13:44:20"
"Cibusartigiani Del Gusto SRL",,,,37486083,,"2023-01-13 13:44:20"
"Cod & Cip SRL",,,,23038144,,"2023-01-13 13:44:20"
"Complex Hotelier Unirea",,,,RO10164493,,"2023-01-13 13:44:20"
"Complex Onyx SRL",,,,RO4957826,,"2023-01-13 13:44:20"
"Corniche Caffe SRL",,,,RO29091228,,"2023-01-13 13:44:20"
"Corsini Ristorante SRL",,,,RO30080133,,"2023-01-13 13:44:20"
"Cristi'S Store SRL",,,,RO24205194,,"2023-01-13 13:44:20"
"Davora srl",,,,R17508500,,"2023-01-13 13:44:20"
"Demo Total Trading SRL",,,,RO35154576,,"2023-01-13 13:44:20"
"Dioda SRL",,,,RO7408385,,"2023-01-13 13:44:20"
"Domari Doughnut SRL",,,,30710220,,"2023-01-13 13:44:20"
"Dream Auto Adm SRL",,,,41844660,,"2023-01-13 13:44:20"
"Dreams Oil SRL",,,,RO18805216,,"2023-01-13 13:44:20"
"Edison Oil SRL",,,,RO32712392,,"2023-01-13 13:44:20"
"Elen&Mar SRL",,,,RO5787126,,"2023-01-13 13:44:20"
"Estima Medical Group SRL",,,,RO17441613,,"2023-01-13 13:44:20"
"Euro Market Junior SRL",,,,RO15030484,,"2023-01-13 13:44:20"
"Eventer.Net SRL",,,,RO26964360,,"2023-01-13 13:44:20"
"Events Consulting SMV",,,,RO23603868,,"2023-01-13 13:44:20"
"FI.D.Elia Casa",,,,RO14719252,,"2023-01-13 13:44:20"
"Fadis Time Holding SRL",,,,34611130,,"2023-01-13 13:44:20"
"Ferax SRL",,,,RO5199320,,"2023-01-13 13:44:20"
"Floral Design SRL",,,,RO12184802,,"2023-01-13 13:44:20"
"Food and chat SRL",,,,RO25466970,,"2023-01-13 13:44:20"
"Fundatia Comunitara Iasi",,,,30253005,,"2023-01-13 13:44:20"
"Fundatia Izvor",,,,13213094,,"2023-01-13 13:44:20"
"General Systems SRL",,,,RO1965425,,"2023-01-13 13:44:20"
"Gip Est SRL",,,,RO8818162,,"2023-01-13 13:44:20"
"Giuroiu Dental SRL",,,,37747120,,"2023-01-13 13:44:20"
"Gourmanderie SRL",,,,RO29581580,,"2023-01-13 13:44:20"
"Grande Groupe SRL",,,,RO1978360,,"2023-01-13 13:44:20"
"HCC Polar SRL",,,,RO16751268,,"2023-01-13 13:44:20"
"Hanul Dacilor SRL",,,,RO17464870,,"2023-01-13 13:44:20"
"Hotel Belleville SRL",,,,RO27253730,,"2023-01-13 13:44:20"
"Hotel Orizont",,,,RO17064440,,"2023-01-13 13:44:20"
"II Cogalniceanu Dumitru",,,,36718746,,"2023-01-13 13:44:20"
"II Munteanu V.Loredana",,,,28113344,,"2023-01-13 13:44:20"
"II Sarbu Laura",,,,26410020,,"2023-01-13 13:44:20"
"Iasisting Grup SRL",,,,RO28957564,,"2023-01-13 13:44:20"
"Iulius Management Center SRL",,,,RO19181463,,"2023-01-13 13:44:20"
"Ivvi Projects SRL",,,,RO16605882,,"2023-01-13 13:44:20"
"Judetul Iasi",,,,4540712,,"2023-01-13 13:44:20"
"Korekt-Biz SRL",,,,RO6042650,,"2023-01-13 13:44:20"
"Lumisan SRL",,,,12673523,,"2023-01-13 13:44:20"
"Maf Force SRL",,,,RO18261475,,"2023-01-13 13:44:20"
"Mitropolia Moldovei si Bucovinei",,,,5334656,,"2023-01-13 13:44:20"
"Moldways SRL",,,,RO5744451,,"2023-01-13 13:44:20"
"Motel Bucium SRL",,,,RO24881200,,"2023-01-13 13:44:20"
"Oameni si Companii SRL",,,,RO13611073,,"2023-01-13 13:44:20"
"Open Auto Center SRL",,,,RO29173620,,"2023-01-13 13:44:20"
"Open Service SA",,,,RO7623596,,"2023-01-13 13:44:20"
"Optimal Travel SRL",,,,RO33047158,,"2023-01-13 13:44:20"
"Organizatia Sf.Nicolae",,,,RO15711931,,"2023-01-13 13:44:20"
"Oscar Eigo Group SRL",,,,RO32655190,,"2023-01-13 13:44:20"
"PF Haraga Giany Puiu",,,,32997176,,"2023-01-13 13:44:20"
"Palas International Resort SRL",,,,RO26293850,,"2023-01-13 13:44:20"
"Pasiodi Pic SRL",,,,39579340,,"2023-01-13 13:44:20"
"Photografix SRL",,,,RO17064513,,"2023-01-13 13:44:20"
"Pim SRL",,,,RO1988097,,"2023-01-13 13:44:20"
"Praxis Medica SRL",,,,RO14530570,,"2023-01-13 13:44:20"
"Pro Invest SRL",,,,10150218,,"2023-01-13 13:44:20"
"Protos Consult SRL",,,,RO16969654,,"2023-01-13 13:44:20"
"Racemi Car Service SRL",,,,RO37118758,,"2023-01-13 13:44:20"
"Radman Corporation SRL",,,,RO30150735,,"2023-01-13 13:44:20"
"Restaurant Eggo SRL",,,,32519597,,"2023-01-13 13:44:20"
"Rom Durus SRL",,,,4489458,,"2023-01-13 13:44:20"
"Rosalia Flowers SRL",,,,33314697,,"2023-01-13 13:44:20"
"Rost Construct Com SRL",,,,RO8229329,,"2023-01-13 13:44:20"
"Safe Wheels SRL",,,,27338780,,"2023-01-13 13:44:20"
"Salubris SA",,,,RO14816433,,"2023-01-13 13:44:20"
"Sedcom Libris SA",,,,RO1972163,,"2023-01-13 13:44:20"
"Select Grup SA",,,,RO7585859,,"2023-01-13 13:44:20"
"Seli Iasi SRL",,,,32954167,,"2023-01-13 13:44:20"
"Sermecom Autotrading SRL",,,,RO16273988,,"2023-01-13 13:44:20"
"Servtech SRL",,,,RO18352557,,"2023-01-13 13:44:20"
"Simi-Dom SRL",,,,RO15568670,,"2023-01-13 13:44:20"
"Simion Adrian",,,,1.83021E+12,,"2023-01-13 13:44:20"
"Skonx & CO SRL",,,,RO6955554,,"2023-01-13 13:44:20"
"Soc.coop.mest.de gr.1 service SMC Iasi",,,,RO1956796,,"2023-01-13 13:44:20"
"Soferul Amator SRL",,,,RO1966897,,"2023-01-13 13:44:20"
Sorridendo,,,,RO17239046,,"2023-01-13 13:44:20"
"Spitalul de Gastro-Hepato Iasi",,,,15115653,,"2023-01-13 13:44:20"
"Steak House CBS Bucium SRL",,,,RO23573716,,"2023-01-13 13:44:20"
"Stef SRL",,,,RO1959474,,"2023-01-13 13:44:20"
"Susanu Clinic SRL",,,,RO26766444,,"2023-01-13 13:44:20"
"Sweet Blanca SRL",,,,RO26640003,,"2023-01-13 13:44:20"
"Torom International SRL",,,,RO9956775,,"2023-01-13 13:44:20"
"Transmed Expert SRL",,,,25132562,,"2023-01-13 13:44:20"
"Trident SRL",,,,RO1964276,,"2023-01-13 13:44:20"
"Turism Moldova",,,,RO1969001,,"2023-01-13 13:44:20"
"Turism holding",,,,RO094737,,"2023-01-13 13:44:20"
"Unic 91 SRL",,,,RO1958673,,"2023-01-13 13:44:20"
"Universitatea Apollonia Iasi",,,,26203254,,"2023-01-13 13:44:20"
"Us Rom House LTD SRL",,,,RO7818539,,"2023-01-13 13:44:20"
"Valgos SRL",,,,RO4857150,,"2023-01-13 13:44:20"
"Venus Car System SRL",,,,RO25714706,,"2023-01-13 13:44:20"
"Vivo Street Food SRL",,,,RO32744904,,"2023-01-13 13:44:20"
"West Europa Company SRL",,,,6856461,,"2023-01-13 13:44:20"
"White Rose Decor SRL",,,,29119140,,"2023-01-13 13:44:20"
"Zenica Cristina",,,,,,"2023-01-13 13:44:20"
"Info Med Expert S.R.L.",,,,RO15464564,,"2023-01-13 13:44:20"
"Pompe Funebre SRL",,,,1957171,,"2023-01-13 13:44:20"
"II Gangal Constantin Florin",,,,34002561,,"2023-01-13 13:44:20"
"Yskos Inspection SRL",,,,RO39243404,,"2023-01-13 13:44:20"
"Fizio Kinetic Sano SRL",,,,38555335,,"2023-01-13 13:44:20"
"Relativ Impact SRL",,,,RO29444699,,"2023-01-13 13:44:20"
"Stoican Denisa",,,,,,"2023-01-13 13:44:20"
"Actual Auto Parts SRL",,,,RO38051060,,"2023-01-13 13:44:20"
"Auto Complet Drobeta 2 SRL",,,,RO30000240,,"2023-01-13 13:44:20"
"Bodimpex SRL",,,,RO8499780,,"2023-01-13 13:44:20"
"Budu Com Mixt SRL",,,,RO4040709,,"2023-01-13 13:44:20"
"Car service",,,,RO15251698,,"2023-01-13 13:44:20"
"Cojo Servicii SRL",,,,RO15278278,,"2023-01-13 13:44:20"
"Com Prodaliment SRL",,,,RO6234698,,"2023-01-13 13:44:20"
"Epitaf Procomp SRL",,,,RO32529850,,"2023-01-13 13:44:20"
"Favio invest",,,,RO15251736,,"2023-01-13 13:44:20"
"Floremi Prest SRL",,,,RO17511638,,"2023-01-13 13:44:20"
"Frank Activ",,,,RO7466475,,"2023-01-13 13:44:20"
"Hary Com",,,,RO3660290,,"2023-01-13 13:44:20"
"MDC Company",,,,RO14944815,,"2023-01-13 13:44:20"
"Med Plast SRL",,,,RO15649562,,"2023-01-13 13:44:20"
"Nykanver SRL",,,,RO15122219,,"2023-01-13 13:44:20"
"PFA Panduru - Vila Diana",,,,RO26675770,,"2023-01-13 13:44:20"
Petrostall,,,,RO9941260,,"2023-01-13 13:44:20"
"Solution Auto",,,,RO17939392,,"2023-01-13 13:44:20"
"Taverna Drobeta",,,,RO19333049,,"2023-01-13 13:44:20"
"Taverna Drobeta 2007",,,,RO19333049,,"2023-01-13 13:44:20"
"Traditionalis Loco SRL",,,,RO16303574,,"2023-01-13 13:44:20"
"Xtream Was Cars SRL",,,,RO38941778,,"2023-01-13 13:44:20"
"Adrian Limousine Service SRL",,,,RO23963174,,"2023-01-13 13:44:20"
"BEST AUTO SRL",,,,RO7327450,,"2023-01-13 13:44:20"
CMC,,,,RO196745,,"2023-01-13 13:44:20"
"Carnival SRL",,,,RO17406772,,"2023-01-13 13:44:20"
"Complex Athos",,,,RO25038132,,"2023-01-13 13:44:20"
"Complex Mara SA",,,,RO7769797,,"2023-01-13 13:44:20"
"Cremona Best Service Co SRL",,,,RO2194574,,"2023-01-13 13:44:20"
Divas,,,,RO7128954,,"2023-01-13 13:44:20"
"Electro Mobile SRL",,,,RO17335094,,"2023-01-13 13:44:20"
Elmed,,,,RO2192263,,"2023-01-13 13:44:20"
"Euro House",,,,Ro7021744,,"2023-01-13 13:44:20"
"Flyng Impex SRL",,,,RO6792961,,"2023-01-13 13:44:20"
"GMG Carpati SRL",,,,RO29411608,,"2023-01-13 13:44:20"
"Gdo-Mov Impex SRL",,,,RO7686330,,"2023-01-13 13:44:20"
"Inchirieri si constructii din nord",,,,RO21359059,,"2023-01-13 13:44:20"
"Kafka Solution SRL",,,,RO23789907,,"2023-01-13 13:44:20"
"Magus SRL",,,,RO2193609,,"2023-01-13 13:44:20"
"Mara-Libris SA",,,,RO2193765,,"2023-01-13 13:44:20"
"Neacsu Carmen",,,,RO21566607,,"2023-01-13 13:44:20"
"Ontiu Electronik",,,,RO15336972,,"2023-01-13 13:44:20"
"Pintea Viteazul",,,,RO15032981,,"2023-01-13 13:44:20"
"Romanita Impex SRL",,,,RO9667645,,"2023-01-13 13:44:20"
Selmont,,,,RO6474224,,"2023-01-13 13:44:20"
"Trans Euro Hotel SA",,,,RO2204171,,"2023-01-13 13:44:20"
"Tomeldor SRL",,,,27183554,,"2023-01-13 13:44:20"
"Alexis Prod Pan SRL",,,,RO8233532,,"2023-01-13 13:44:20"
"Elanko SRL",,,,RO10618808,,"2023-01-13 13:44:20"
"Arcer SRL",,,,RO2955489,,"2023-01-13 13:44:20"
"Europe  Aro Technology SRL",,,,RO25353865,,"2023-01-13 13:44:20"
"Koronas Impex SRL",,,,RO3625195,,"2023-01-13 13:44:20"
"Petrut Popan SRL",,,,24179877,,"2023-01-13 13:44:20"
"SMR Tech Center SRL",,,,RO29982019,,"2023-01-13 13:44:20"
"Sigstrat SA",,,,RO2954386,,"2023-01-13 13:44:20"
"Virsteana Serv SRL",,,,RO7021957,,"2023-01-13 13:44:20"
"Ben Resources SRL",,,,RO15529043,,"2023-01-13 13:44:20"
"Seisim Serv SRL",,,,RO18803010,,"2023-01-13 13:44:20"
"Gedeon Richter Farmacia SA",,,,RO3099791,,"2023-01-13 13:44:20"
"Nescar SRL",,,,RO18958236,,"2023-01-13 13:44:20"
"Mammoth Stage SRL",,,,RO13550219,,"2023-01-13 13:44:20"
"Fintina Marcului",,,,RO1251183,,"2023-01-13 13:44:20"
"Travel SRL",,,,RO24183959,,"2023-01-13 13:44:20"
"Ledinfo SRL",,,,RO23827687,,"2023-01-13 13:44:20"
"Enzian SRL",,,,RO21594674,,"2023-01-13 13:44:20"
"Gliga Comimpex SRL",,,,RO4526548,,"2023-01-13 13:44:20"
"Intertrans Dan SRL",,,,RO14552862,,"2023-01-13 13:44:20"
"Oviram SRL",,,,RO14753645,,"2023-01-13 13:44:20"
"Sp Municipal Dr. Eugen Nicoara",,,,1235218,,"2023-01-13 13:44:20"
"Tudea Euro Shop SRL",,,,RO27168252,,"2023-01-13 13:44:20"
Gastrometal,,,,RO29368672,,"2023-01-13 13:44:20"
"A&A Farma Distribution SRL",,,,RO30777131,,"2023-01-13 13:44:20"
"Com Adrandi",,,,RO1227045,,"2023-01-13 13:44:20"
"Cyro Tip",,,,RO1215075,,"2023-01-13 13:44:20"
"Geo Trans SRL",,,,Ro3798986,,"2023-01-13 13:44:20"
"I.F.Faur Cristina Pavel",,,,RO22482962,,"2023-01-13 13:44:20"
"LA&RA SRL",,,,RO16941297,,"2023-01-13 13:44:20"
"Medieval Tour srl",,,,RO14877570,,"2023-01-13 13:44:20"
"Next Co SRL",,,,RO6668921,,"2023-01-13 13:44:20"
"Taschler Haus SRL",,,,RO36265750,,"2023-01-13 13:44:20"
"Art Cons SRL",,,,RO4564746,,"2023-01-13 13:44:20"
"BCD VIDEO SOUND SRL",,,,15349514,,"2023-01-13 13:44:20"
"CA&MB Grup SRL",,,,RO30713588,,"2023-01-13 13:44:20"
"Casa de cultura Mures",,,,RO14441066,,"2023-01-13 13:44:20"
"Cattus SRL",,,,RO14544908,,"2023-01-13 13:44:20"
"DSP Mures-Tg.Mures",,,,4322904,,"2023-01-13 13:44:20"
"Darina Com SRL",,,,RO5641421,,"2023-01-13 13:44:20"
"Dona Impex SRL",,,,RO2849151,,"2023-01-13 13:44:20"
"Egreta Comimpex SRL",,,,RO12031515,,"2023-01-13 13:44:20"
"Excalibur SRL",,,,RO23662635,,"2023-01-13 13:44:20"
"Fundatia Pentru SMURD",,,,RO20177660,,"2023-01-13 13:44:20"
"Galcar Prod SRL",,,,RO5669120,,"2023-01-13 13:44:20"
"Grand SA",,,,RO1208434,,"2023-01-13 13:44:20"
"Hints Sandor",,,,,,"2023-01-13 13:44:20"
"Hotel Concordia SRL",,,,RO14180980,,"2023-01-13 13:44:20"
"II Bereczki Borbala",,,,34857136,,"2023-01-13 13:44:20"
"Iablo Comp srl",,,,RO22777211,,"2023-01-13 13:44:20"
"Jore SRL",,,,RO12731446,,"2023-01-13 13:44:20"
"Marsorom SRL",,,,RO14663313,,"2023-01-13 13:44:20"
"Media All Prest SRL",,,,28551239,,"2023-01-13 13:44:20"
Medieval,,,,RO1877570,,"2023-01-13 13:44:20"
"Medisal SRL Romania",,,,RO18958171,,"2023-01-13 13:44:20"
"Mixymas SRL",,,,RO29125908,,"2023-01-13 13:44:20"
"Niche Gold",,,,RO6564351,,"2023-01-13 13:44:20"
Ortoprofil,,,,RO6877197,,"2023-01-13 13:44:20"
"Palas Com SRL",,,,RO6668000,,"2023-01-13 13:44:20"
"President Horeca SRL",,,,RO31548225,,"2023-01-13 13:44:20"
"President Resort SRL",,,,RO33878629,,"2023-01-13 13:44:20"
"Prodimpex Ikebana SRL",,,,1212923,,"2023-01-13 13:44:20"
Romex,,,,RO1196453,,"2023-01-13 13:44:20"
"SN de Gaze Naturale Romgaz S.A.",,,,RO14056826,,"2023-01-13 13:44:20"
"Sands Promo SRL",,,,RO25161754,,"2023-01-13 13:44:20"
"Sarmasanca Trans SRL",,,,RO5122190,,"2023-01-13 13:44:20"
"Sular Floredana",,,,2.82073E+12,,"2023-01-13 13:44:20"
"Three Pharm SRL",,,,RO26361386,,"2023-01-13 13:44:20"
"Tipografia Andra",,,,RO13658556,,"2023-01-13 13:44:20"
"Voiajor SRL",,,,RO2528313,,"2023-01-13 13:44:20"
"Vyana Mix SRL",,,,RO16328773,,"2023-01-13 13:44:20"
"Zsolt srl",,,,RO12821654,,"2023-01-13 13:44:20"
"Eli Atti Kabai SRL",,,,RO35474058,,"2023-01-13 13:44:20"
"Irucont SRL",,,,RO27714729,,"2023-01-13 13:44:20"
"Sanmol SRL",,,,RO29363098,,"2023-01-13 13:44:20"
"Tehnoinvest SRL",,,,RO6731107,,"2023-01-13 13:44:20"
"Edentur SRL",,,,RO16689182,,"2023-01-13 13:44:20"
"Avirvarei Valeria",,,,RO20134201,,"2023-01-13 13:44:20"
"Moldoturim SRL",,,,RO13594290,,"2023-01-13 13:44:20"
"Spital Orasenesc Sf.Ierarh Nicolae -Bicaz",,,,2614473,,"2023-01-13 13:44:20"
"Altex Impex SRL",,,,RO2864518,,"2023-01-13 13:44:20"
"Aprilend SRL",,,,RO3934174,,"2023-01-13 13:44:20"
"Cozla SA",,,,RO2041309,,"2023-01-13 13:44:20"
"Dinamic 92 Distribution SRL",,,,RO2045181,,"2023-01-13 13:44:20"
"Esparom SRL",,,,RO24633921,,"2023-01-13 13:44:20"
"Eturia SRL",,,,RO22067680,,"2023-01-13 13:44:20"
"Grand Hotel Ceahlau SA",,,,RO7250683,,"2023-01-13 13:44:20"
"Nico Luci SRL",,,,RO2045360,,"2023-01-13 13:44:20"
"Noir Cinq SRL",,,,RO20548530,,"2023-01-13 13:44:20"
"Onlineshop srl",,,,RO16306031,,"2023-01-13 13:44:20"
"Pati Cridval SRL",,,,RO22975138,,"2023-01-13 13:44:20"
"Satya Impex SRL",,,,RO18600180,,"2023-01-13 13:44:20"
"TH Invest",,,,,,"2023-01-13 13:44:20"
"Trans serv",,,,RO5673652,,"2023-01-13 13:44:20"
"X.Two SRL",,,,RO17990867,,"2023-01-13 13:44:20"
"II CraciunV.Daniel",,,,RO25803684,,"2023-01-13 13:44:20"
"Marianti Alex SRL",,,,RO2048692,,"2023-01-13 13:44:20"
"Expert DDD Igiena SRL",,,,18060110,,"2023-01-13 13:44:20"
"Accesoria SRL",,,,RO18586507,,"2023-01-13 13:44:20"
"CMI Tataru Mariana",,,,21126436,,"2023-01-13 13:44:20"
"Flora Danicris SRL",,,,28386085,,"2023-01-13 13:44:20"
"General Insert SRL",,,,RO22596711,,"2023-01-13 13:44:20"
"Magic Cake SRL",,,,RO14616087,,"2023-01-13 13:44:20"
"Radman Wheels SRL",,,,41387096,,"2023-01-13 13:44:20"
"Vandisse Oil SRL",,,,RO35125660,,"2023-01-13 13:44:20"
"Cersanit Romania SA",,,,RO2056601,,"2023-01-13 13:44:20"
"Complex servicii persoane adulte cu handicap",,,,2613974,,"2023-01-13 13:44:20"
"Danadi Med SRL",,,,RO22524480,,"2023-01-13 13:44:20"
"Moldova Invest SRL",,,,RO22058917,,"2023-01-13 13:44:20"
"Rary Oil SRL",,,,RO24091448,,"2023-01-13 13:44:20"
"Theo's Medical Clinic SRL",,,,33923479,,"2023-01-13 13:44:20"
"Turoag SA",,,,RO2055843,,"2023-01-13 13:44:20"
"Auto Din SRL",,,,RO26170602,,"2023-01-13 13:44:20"
"European Transsaru SRL",,,,RO8973662,,"2023-01-13 13:44:20"
"Com Prod Tur Roky SRL",,,,RO1545375,,"2023-01-13 13:44:20"
"Complex Hotelier Parc SA",,,,RO7836012,,"2023-01-13 13:44:20"
"Green Bio Implant SRL",,,,36854217,,"2023-01-13 13:44:20"
Helpinstal,,,,RO27668703,,"2023-01-13 13:44:20"
"Hotel Slatina",,,,RO5223949,,"2023-01-13 13:44:20"
"Lab. Gine. Dr. Paul Ghica",,,,RO3948498,,"2023-01-13 13:44:20"
"Pandipo SRL",,,,RO8996615,,"2023-01-13 13:44:20"
"Vilcea MG",,,,RO1523350,,"2023-01-13 13:44:20"
"Gura Diham SRL",,,,RO1321084,,"2023-01-13 13:44:20"
"Vosca SRL",,,,RO16027959,,"2023-01-13 13:44:20"
"Rafaila Adrian PF",,,,RO20499135,,"2023-01-13 13:44:20"
"Asociatia Zestrea Carpatilor Comarnic",,,,23781407,,"2023-01-13 13:44:20"
"Mihandal Turism SRL",,,,RO30681532,,"2023-01-13 13:44:20"
"Lidl Discount SRL",,,,RO22891860,,"2023-01-13 13:44:20"
"Entelehie Alex Star SRL-D",,,,33507612,,"2023-01-13 13:44:20"
"Schnitzel Haus SRL",,,,RO34002073,,"2023-01-13 13:44:20"
"Adabel Impex SRL",,,,RO16726973,,"2023-01-13 13:44:20"
"Ana Maria Pop SRL",,,,RO5920612,,"2023-01-13 13:44:20"
"Anvelocors Mobile S.R.L.",,,,RO33730001,,"2023-01-13 13:44:20"
"Blue Coffee Service SRL",,,,RO24142118,,"2023-01-13 13:44:20"
"British Gallery SRL",,,,RO17596790,,"2023-01-13 13:44:20"
Cellro,,,,RO4993500,,"2023-01-13 13:44:20"
"Ednico Fuell SRL",,,,RO24471838,,"2023-01-13 13:44:20"
"Elite Tires Distribution SRL",,,,RO26606664,,"2023-01-13 13:44:20"
"Flanco Retail SA",,,,RO27698631,,"2023-01-13 13:44:20"
"Halewood Wines SRL",,,,RO15716637,,"2023-01-13 13:44:20"
"Iorgulescu Dan MedCom",,,,RO7831422,,"2023-01-13 13:44:20"
"Jet Oil Romania",,,,RO7529956,,"2023-01-13 13:44:20"
"Muzeu Peles",,,,RO2842935,,"2023-01-13 13:44:20"
"Planum SRL",,,,RO13920389,,"2023-01-13 13:44:20"
"Supermarket la Cocos SRL",,,,RO31001774,,"2023-01-13 13:44:20"
"Tiana Ratigo SRL",,,,RO26179202,,"2023-01-13 13:44:20"
"Bela SRL",,,,RO4213176,,"2023-01-13 13:44:20"
"Alca Tour SRL",,,,RO4937551,,"2023-01-13 13:44:20"
"Casa Tom SRL",,,,RO20152275,,"2023-01-13 13:44:20"
"Cerbul SA",,,,RO1332210,,"2023-01-13 13:44:20"
"Corex & CB",,,,RO21809137,,"2023-01-13 13:44:20"
"Dacole Service SRL",,,,14693640,,"2023-01-13 13:44:20"
"Hotel Bastion",,,,RO15983995,,"2023-01-13 13:44:20"
"Hotel New Montana SRL",,,,RO28876885,,"2023-01-13 13:44:20"
"Hovakim SRL",,,,RO16503130,,"2023-01-13 13:44:20"
"International SA",,,,RO1330317,,"2023-01-13 13:44:20"
"Ioana Tourism And Leisure SRL",,,,RO31170250,,"2023-01-13 13:44:20"
"Irish Resort SRL",,,,RO30890997,,"2023-01-13 13:44:20"
Marami,,,,RO16503157,,"2023-01-13 13:44:20"
"Mondo Tudor Intermed SRL",,,,RO11858485,,"2023-01-13 13:44:20"
"Montain tour",,,,RO1331304,,"2023-01-13 13:44:20"
"Montan Tour MF SRL",,,,RO1331304,,"2023-01-13 13:44:20"
"Occidental group",,,,RO15939060,,"2023-01-13 13:44:20"
"Palace Mountain Prest SRL",,,,RO30533617,,"2023-01-13 13:44:20"
"Perla Bucegi SRL",,,,RO1330546,,"2023-01-13 13:44:20"
"Privacons SRL",,,,RO1331622,,"2023-01-13 13:44:20"
"Proactive Hospitality&Travel SRL",,,,RO33125965,,"2023-01-13 13:44:20"
"Ramasi Montour",,,,RO26805446,,"2023-01-13 13:44:20"
"Schi Mont SRL",,,,RO5522447,,"2023-01-13 13:44:20"
"Sebiana Best Team SRL",,,,36752624,,"2023-01-13 13:44:20"
"Shamrock Comimpex SRL",,,,RO13110986,,"2023-01-13 13:44:20"
"Sinaia SA",,,,RO1331967,,"2023-01-13 13:44:20"
"Snow SRL",,,,RO1330694,,"2023-01-13 13:44:20"
"Sonmat trading SRL",,,,RO18965055,,"2023-01-13 13:44:20"
"Stanca Norocului",,,,RO15983995,,"2023-01-13 13:44:20"
"Taverna Sirbului Cota 1400 SRL",,,,RO33813743,,"2023-01-13 13:44:20"
"Teosin SRL",,,,RO4089621,,"2023-01-13 13:44:20"
"Vicaris SRL",,,,RO1332920,,"2023-01-13 13:44:20"
"Vila Camelia SRL",,,,RO16365267,,"2023-01-13 13:44:20"
"Vilamont srl",,,,RO13911712,,"2023-01-13 13:44:20"
"Jungheinrich Romania SRL",,,,RO35287610,,"2023-01-13 13:44:20"
"Voralpen Tourismus SRL",,,,RO16515380,,"2023-01-13 13:44:20"
"Yes Top Training SRL",,,,RO25612218,,"2023-01-13 13:44:20"
Uniequip,,,,,,"2023-01-13 13:44:20"
"MCB Max Prod SRL",,,,RO32162507,,"2023-01-13 13:44:20"
"Casagrande SRL",,,,RO7824450,,"2023-01-13 13:44:20"
"Dafora SA",,,,RO7203436,,"2023-01-13 13:44:20"
"MSS Nisan SRL",,,,RO28637349,,"2023-01-13 13:44:20"
"Rem-Grup SRL",,,,RO22105717,,"2023-01-13 13:44:20"
"Lima Com SRL",,,,RO5630066,,"2023-01-13 13:44:20"
"El Gringo SRL",,,,RO4896575,,"2023-01-13 13:44:20"
"Precisa SRL",,,,RO14859728,,"2023-01-13 13:44:20"
"Amso SRL",,,,RO786081,,"2023-01-13 13:44:20"
"Bercaru Nicolae",,,,1.6806E+12,,"2023-01-13 13:44:20"
"Bierhaus Hermannstadt SRL",,,,RO30471158,,"2023-01-13 13:44:20"
"Bliss SRL",,,,RO9028935,,"2023-01-13 13:44:20"
"Digital Bussiness",,,,RO24289845,,"2023-01-13 13:44:20"
"Emy Impex SRL",,,,RO18505243,,"2023-01-13 13:44:20"
Ibeth,,,,RO6516605,,"2023-01-13 13:44:20"
"Ilmir Onyx SRL",,,,RO14184990,,"2023-01-13 13:44:20"
"Imparatul Romanilor",,,,RO2468963,,"2023-01-13 13:44:20"
"Izabel Prod SRL",,,,RO4269630,,"2023-01-13 13:44:20"
"Juventus SRL",,,,RO796700,,"2023-01-13 13:44:20"
