Subiect,"Tip Interventie","Motiv Interventie",Organizatie,Status,"Prioritate Caz","Data Deschidere","Data Inchidere","Nume Echipament","Atribuit Lui"
"Predare Ventilator Monnal T60 Pv.1428",,,,,,2023-03-02,2023-03-02,,
"Ridicare echipament Valleylab",,,,,,2023-02-03,2023-02-03,,
"Ridicare echipament Valleylab",,,,,,2023-02-03,2023-02-03,,
"Verificare Valleylab FX8",,,,,,2023-03-03,2023-03-03,,
"Revizie electrocautere Valleylab",,,,,,2023-03-07,2023-03-07,,
"Verificare COOL-TIP RF Ablation System E Series",,,,,,2022-12-21,2022-12-21,,
"Ridicare Norma Icon 3",,,,,,2023-02-28,2023-02-28,,
"Revizie echipamente Valleylab PV.8259",,,,,,2022-11-01,2022-11-01,,
"Predare Norma dupa reparatie",,,,,,2023-04-12,2023-04-12,,
"Predare Norma dupa reparatie",,,,,,2023-04-11,2023-04-11,,
"Preluare Hemochron defect",,,,,,2023-04-13,2023-04-13,,
"Revizie Ptf",,,,,,2023-03-10,2023-03-10,,
"Revizie Ptf",,,,,,2023-03-10,2023-03-10,,
"Revizie electrocautere",,,,,,2023-03-10,2023-03-10,,
"Force Fx defect",,,,,,2023-03-31,2023-03-31,,
"eroare M - Axis",,,,,,2023-04-06,2023-04-06,,
"Verificare electrocauter",,,,,,2023-03-09,2023-03-09,,
"Erori imprimanta Hemochron",,,,,,2023-03-28,2023-03-28,,
"Eroare calibrare Ptf",,,,,,2023-03-02,2023-03-02,,
"Preluare electrocauter pentru reparatie",,,,,,2023-03-09,2023-03-09,,
"Verificare Hemochron",,,,,,2023-03-16,2023-03-16,,
"Verificare functionare Ptf",,,,,,2023-03-16,2023-03-16,,
"Verificare functionare Ptf",,,,,,2023-03-16,2023-03-16,,
"Pathfast defect",,,,,,2023-03-22,2023-03-22,,
"Verificare functionare Ptf",,,,,,2023-03-22,2023-03-22,,
"Preluare aparat pentru reparatie",,,,,,2023-03-29,2023-03-29,,
"Predare Ptf dupa reparatie",,,,,,2023-03-30,2023-03-30,,
"Revizie Gastat",,,,,,2023-04-05,2023-04-05,,
"Revizie Ptf",,,,,,2023-04-05,2023-04-05,,
"Revizie Ptf",,,,,,2023-04-05,2023-04-05,,
"Verificare functionare Ptf",,,,,,2023-04-05,2023-04-05,,
"Revizie Ptf",,,,,,2023-04-06,2023-04-06,,
"Revizie Gastat",,,,,,2023-04-06,2023-04-06,,
"Verificare functionare Ptf",,,,,,2023-03-06,2023-03-06,,
"Predare Unyvero dupa reparatie",,,,,,2023-03-10,2023-03-10,,
"Predare Valleylab dupa reparatie",,,,,,2023-03-15,2023-03-15,,
"Predare Valleylab dupa reparatie",,,,,,2023-03-09,2023-03-09,,
"Revizie electrocautere",,,,,,2023-02-07,2023-02-07,,
"Revizie Ptf",,,,,,2023-02-07,2023-02-07,,
"Revizie Ptf",,,,,,2023-02-07,2023-02-07,,
"Predare Ptf dupa reparatie",,,,,,2022-06-21,2022-06-21,,
"Preluare electrocauter pentru reparatie",,,,,,2022-09-28,2022-09-28,,
"Nebulizator Maxibio defect",,,,,,2022-09-28,2022-09-28,,
"Eroare calibrare 02",,,,,,2022-09-26,2022-09-26,,
"Revizie Ptf",,,,,,2022-06-24,2022-06-24,,
"Verificare electrocauter",,,,,,2023-01-30,2023-01-30,,
"Eroare temperatura Ptf",,,,,,2023-01-23,2023-01-23,,
"Eroare temperatura Ptf",,,,,,2023-03-13,2023-03-13,,
"Monnal defect",,,,,,2023-02-28,2023-02-28,,
"Monnal defect",,,,,,2023-02-28,2023-02-28,,
"Monnal defect",,,,,,2023-02-17,2023-02-17,,
"Monnal defect",,,,,,2023-02-17,2023-02-17,,
"Verificare electrocautere conform contract.",,,,,,2023-04-20,2023-04-20,,
"Revizie periodica Pathfast - PV 1934",,,,,,2023-03-23,2023-03-23,,
"Revizie periodica Pathfast Vaslui - PV 1930",,,,,,2023-03-23,2023-03-23,,
"Interventie Pathfast P.Neamt PV-1986",,,,,,2023-03-27,2023-03-27,,
"Interventie Hemochrome Response IBCV iasi PV-1450",,,,,,2023-03-03,2023-03-03,,
"Interventie Pathfast IBCV Iasi PV-70",,,,,,2023-01-09,2023-01-09,,
"Interventie Pathfast  Spiridon Iasi PV-407",,,,,,2023-01-20,2023-01-20,,
"Interventie Pathfast Spiridon Iasi PV-1788",,,,,,2023-03-17,2023-03-17,,
"Interventie Valleylab IRO Iasi PV-2028",,,,,,2023-03-28,2023-03-28,,
"Interventie Valleylab IRO Iasi PV-2237",,,,,,2023-04-04,2023-04-04,,
"Interventie Valleylab IRO Iasi PV-2238",,,,,,2023-04-04,2023-04-04,,
"Interventie Norma ICON3 Onesti PV-2584",,,,,,2023-04-20,2023-04-20,,
"revizie periodica Valleylab Bacau PV - 2426",,,,,,2023-04-11,2023-04-11,,
"Revizie periodica Pathfast Bacau - PV 1934",,,,,,2023-04-11,2023-04-11,,
"Revizie periodica Pathfast Bacau - PV 2424",,,,,,2023-04-11,2023-04-11,,
"Revizie periodica Pathfast Bacau PV - 2425",,,,,,2023-04-11,2023-04-11,,
"Revizie periodica Valleylab Suceava PV - 2474",,,,,,2023-04-12,2023-04-12,,
"Revizie periodica Monnal Suceava PV - 2476",,,,,,2023-04-12,2023-04-12,,
"Revizie periodica Valleylab Suceava PV - 2475",,,,,,2023-04-12,2023-04-12,,
"Revizie periodica Pathfast Suceava - PV 2473",,,,,,2023-04-12,2023-04-12,,
"Rivizie periodica Pathfast Botosani PV - 366",,,,,,2023-01-19,2023-01-19,,
"Revizie periodica Gastat Botosani PV - 365",,,,,,2023-01-19,2023-01-19,,
"Revizie periodica Pathfast Botosani - PV 364",,,,,,2023-01-19,2023-01-19,,
"Revizie periodica Pathfast Botosani - PV 363",,,,,,2023-01-19,2023-01-19,,
"Revizie periodica Pathfast Botosani PV - 1112",,,,,,2023-02-16,2023-02-16,,
"Revizie periodica Pathfast Botosani PV - 1111",,,,,,2023-02-16,2023-02-16,,
"Revizie periodica Gastat Botosani PV - 1113",,,,,,2023-02-16,2023-02-16,,
"Revizie periodica Pathfast Botosani - PV 1110",,,,,,2023-02-16,2023-02-16,,
"Revizie periodica Pathfast Botosani PV - 1724",,,,,,2023-03-15,2023-03-15,,
"Revizie periodica Pathfast PV - 1725",,,,,,2023-03-15,2023-03-15,,
"Revizie periodica Gastat Botosani PV - 1727",,,,,,2023-03-15,2023-03-15,,
"Revizie periodica Pathfast Botosani PV - 1726",,,,,,2023-03-15,2023-03-15,,
"Revizie periodica Gastat Botosani PV - 2657",,,,,,2023-04-25,2023-04-25,,
"Revizie periodica Pathfast PV - 2658",,,,,,2023-04-25,2023-04-25,,
"Revizie periodica Pathfast Botosani PV - 2659",,,,,,2023-04-25,2023-04-25,,
"Revizie periodica Pathfast Botosani PV - 2660",,,,,,2023-04-25,2023-04-25,,
"Predare echipament",,,,,,2023-04-25,2023-04-25,,
"Predare echipament",,,,,,2023-04-24,2023-04-24,,
"Predare echipamament",,,,,,2023-04-24,2023-04-24,,
"Ridicare echipament",,,,,,2023-04-24,2023-04-25,,
"Predare echipament",,,,,,2023-04-24,2023-04-24,,
"Verificare echipament",,,,,,2023-04-13,2023-04-13,,
"Ridicare echipament",,,,,,2023-04-10,2023-04-10,,
"Ridicare echipament",,,,,,2023-04-04,2023-04-04,,
"Ridicare echipament",,,,,,2023-04-04,2023-04-04,,
"Curatare si verificare echipament",,,,,,2023-04-04,2023-04-04,,
"Verificare echipament",,,,,,2023-04-04,2023-04-04,,
"Eroare FS-l",,,,,,2023-04-03,2023-04-03,,
"Verificare echipament",,,,,,2023-04-03,2023-04-03,,
"Predare echipament",,,,,,2023-04-03,2023-04-03,,
"mentenanta Pathfast",,,,,,2023-04-25,2023-04-25,,
"verificari Monnal",,,,,,2023-05-03,2023-05-05,,
"mentenanta Pathfast",,,,,,2023-05-04,2023-05-04,,
"instalare pathfast",,,,,,2023-04-04,2023-04-04,,
"verificare Pathfast",,,,,,2023-04-04,2023-04-04,,
"ridicare ventilator Monnal T60",,,,,,2023-04-04,2023-04-04,,
"predare Monnal T60",,,,,,2023-04-10,2023-04-10,,
"service Monnal T60",,,,,,2023-04-18,2023-04-18,,
"service GASTAT",,,,,,2023-04-27,2023-04-27,,
"mentenanta Pathfast",,,,,,2023-04-27,2023-04-27,,
"service GASTAT",,,,,,2023-04-27,2023-04-27,,
"mentenanta Pathfast",,,,,,2023-04-27,2023-04-27,,
"mentenanta Pathfast",,,,,,2023-05-09,2023-05-10,,
"mentenanta Pathfast",,,,,,2023-05-09,2023-05-10,,
"mentenanta Pathfast",,,,,,2023-05-11,2023-05-12,,
"Eroare inchidere capac analize Ptf",,,,,,2023-05-08,2023-05-08,,
"Preluare Norma defect",,,,,,2023-05-10,2023-05-10,,
"Inlocuire Ptf dupa reparatie",,,,,,2023-05-10,2023-05-10,,
"Inchidere defectuoasa capac analize Ptf",,,,,,2023-05-15,2023-05-15,,
"Revizie electrocautere",,,,,,2023-05-12,2023-05-12,,
"Revizie Ptf",,,,,,2023-05-11,2023-05-11,,
"Revizie Ptf",,,,,,2023-05-11,2023-05-11,,
"Preluare Ptf pentru reparatie",,,,,,2023-04-18,2023-04-18,,
"Preluare Ptf pentru reparatie",,,,,,2023-04-18,2023-04-18,,
"Eroare ridicare varfuri Ptf",,,,,,2023-04-21,2023-04-21,,
"Predare Ptf dupa reparatie",,,,,,2023-04-21,2023-04-21,,
"Inlocuire Ptf defect",,,,,,2023-05-03,2023-05-03,,
"Inlocuire Ptf dupa reparatie",,,,,,2023-05-03,2023-05-03,,
"Predare Hemochron dupa reparatie",,,,,,2023-04-13,2023-04-13,,
"Inlocuire Ptf defect",,,,,,2023-04-24,2023-04-24,,
"service Pathfast pv 3185",,,,,,2023-05-16,2023-05-16,,
"Inlocuire Ptf in vederea reviziei",,,,,,2023-05-17,2023-05-17,,
"Eroare PMT position",,,,,,2023-05-18,2023-05-18,,
"Eroare FS-R",,,,,,2023-05-18,2023-05-18,,
"Predare Ptf dupa reparatie",,,,,,2023-05-22,2023-05-22,,
"Verificare electrocautere conform contract.",,,,,,2023-05-25,2023-05-25,,
"verificari Valleylab -",,,,,,2023-05-24,2023-05-24,,
"mentenanta Pathfast",,,,,,2023-05-30,2023-05-30,,
"mentenanta Pathfast",,,,,,2023-05-31,2023-05-31,,
"service Hemochron",,,,,,2023-05-29,2023-05-29,,
"verificari Valleylab -",,,,,,2023-06-07,2023-06-07,,
"service GASTAT 735",,,,,,2023-05-10,2023-05-10,,
"service GASTAT 735",,,,,,2023-05-10,2023-05-10,,
"service GASTAT 735",,,,,,2023-05-15,2023-05-15,,
"Calibrare PATHFAST",,,,,,2023-05-15,2023-05-15,,
"preluare PATHFAST",,,,,,2023-05-18,2023-05-18,,
"service PATHFAST",,,,,,2023-05-31,2023-05-31,,
"Service Gastat 735",,,,,,2023-06-30,2023-06-30,,
"Verificare echipament",,,,,,2023-06-26,2023-06-26,,
"Service Gastat 735",,,,,,2023-06-23,2023-06-23,,
"Predare echipament",,,,,,2023-06-23,2023-06-23,,
"Service Gastat 735",,,,,,2023-05-19,2023-05-19,,
"Service Pathfast",,,,,,2023-05-18,2023-05-18,,
"Verificare echipament",,,,,,2023-05-15,2023-05-15,,
"Ridicare echipament",,,,,,2023-05-11,2023-05-11,,
"Ridicare echipament",,,,,,2023-05-11,2023-05-11,,
"Service Gastat 735",,,,,,2023-05-08,2023-05-08,,
"verificari Valleylab -",,,,,,2023-06-12,2023-06-12,,
"mentenanta Pathfast",,,,,,2023-06-12,2023-06-12,,
"mentenanta Laringoscop",,,,,,2023-06-12,2023-06-12,,
"Preluare Ptf pentru reparatie",,,,,,2023-05-30,2023-05-30,,
"Preluare Ptf pentru reparatie",,,,,,2023-05-30,2023-05-30,,
"Revizie electrocautere",,,,,,2023-06-13,2023-06-13,,
"Revizie Ptf",,,,,,2023-06-12,2023-06-12,,
"Revizie Ptf",,,,,,2023-06-12,2023-06-12,,
"Preluare ventilator pentru reparatie",,,,,,2023-06-13,2023-06-13,,
"Ecran tactil defect Versa Trek",,,,,,2023-06-13,2023-06-13,,
"Revizie Ptf",,,,,,2023-06-09,2023-06-09,,
"Erori masurare Gastat",,,,,,2023-06-08,2023-06-08,,
"Revizie Ptf",,,,,,2023-06-08,2023-06-08,,
"Predare Ptf dupa reparatie",,,,,,2023-06-07,2023-06-07,,
"Predare Ptf dupa reparatie",,,,,,2023-06-07,2023-06-07,,
"Instruire personal Ptf",,,,,,2023-06-13,2023-06-13,,
"mentenanta Pathfast",,,,,,2023-06-15,2023-06-15,,
"Verificare analizor Gastat 735 si inlocuire consumabile",,,,,,2023-06-13,2023-06-13,,
"Ridicare Ventilator Monnal T60",,,,,,2023-06-13,2023-06-13,,
"Predare Valleylab FX8",,,,,,2023-05-24,2023-05-24,,
"Verificare Gastat inlocuire consumabile",,,,,,2023-06-06,2023-06-06,,
"Constatare defect",,,,,,2023-06-07,2023-06-07,,
"Verificare analizor Gastat 735",,,,,,2023-06-08,2023-06-08,,
"Inlocuire consumabile.",,,,,,2023-06-07,2023-06-07,,
"Predare echipament dupa reparatie",,,,,,2021-10-07,2021-10-07,,
"Predare echipament dupa reparatie",,,,,,2023-05-30,2023-05-30,,
"Remediere defect sesizat",,,,,,2023-05-30,2023-05-30,,
"Revizie Ventilatoare Monnal T60, T75 Brasov",,,,,,2023-05-31,2023-05-31,,
"Oprire pentru conservare Norma Icon 5",,,,,,2023-05-23,2023-05-23,,
"Verificare conform contract",,,,,,2023-03-08,2023-03-08,,
"Verificare ventilatoare conform contract PV.2855",,,,,,2023-04-28,2023-04-28,,
"Preluare echipament pentru reaparatie",,,,,,2023-04-21,2023-04-21,,
"Predare Mobiwatch Minibio",,,,,,2023-05-12,2023-05-12,,
"Predare echipament dupa reparatie si verificare PV.2686",,,,,,2023-04-26,2023-04-26,,
"Ridicare echipament pentru reparatie si verificare Pv.2792",,,,,,2023-04-27,2023-04-27,,
"Predare echipament Valleylab dupa reparatie",,,,,,2023-03-08,2023-03-08,,
"Predare echipament dupa reparatie PV.2675",,,,,,2023-04-25,2023-04-25,,
"mentenanta Pathfast",,,,,,2023-06-20,2023-06-20,,
"mentenanta Pathfast",,,,,,2023-06-20,2023-06-20,,
"Revizie conform contract",,,,,,2023-06-20,2023-06-20,,
"Predare echipament dupa reparatie",,,,,,2023-06-20,2023-06-20,,
"Verificare echipament",,,,,,2023-06-16,2023-06-16,,
"Verificare echipament",,,,,,2023-06-19,2023-06-19,,
"Verificare echipament",,,,,,2023-06-19,2023-06-19,,
"Inlocuire  display",,,,,,2023-06-07,2023-06-07,,
"Predare echipament",,,,,,2023-06-07,2023-06-07,,
"mentenanta Pathfast",,,,,,2023-06-28,2023-06-28,,
"FSR, FSL infundat , Lac nefunctional",,,,,,2023-06-30,2023-06-30,,
"Eroare P0200; Eroare PMT Pos; Spotchem defect",,,,,,2023-06-28,2023-06-28,,
"Preluare aparate defecte",,,,,,2023-06-28,2023-06-28,,
"Predare Spotchem dupa reparatie",,,,,,2023-07-05,2023-07-05,,
"Calibrare PATHFAST",,,,,,2023-06-08,2023-06-08,,
"service MONNAL T60",,,,,,2023-06-19,2023-06-19,,
"service PATHFAST",,,,,,2023-06-19,2023-06-19,,
"service PATHFAST",,,,,,2023-06-19,2023-06-19,,
"Inlocuire senzor O2",,,,,,2023-07-06,2023-07-06,,
"Verificare conform contract",,,,,,2023-07-28,2023-07-28,,
Repa,,,,,,2023-07-28,2023-07-28,,
"Reparatie echipament",,,,,,2023-07-25,2023-07-25,,
"Predare echipament dupa reparatie",,,,,,2023-07-27,2023-07-27,,
"Predare echipament dupa reparatie.",,,,,,2023-07-25,2023-07-25,,
"Ridicare echipament",,,,,,2023-07-25,2023-07-28,,
"Ridicare echipament",,,,,,2023-07-24,2023-07-27,,
"Verificare conform contract",,,,,,2023-07-20,2023-07-20,,
"Verificare electrocautere conform contract.",,,,,,2023-07-20,2023-07-20,,
"Inlocuire tubulatura interna,Inlocuire Lac.",,,,,,2023-07-18,2023-07-18,,
"Ridicare echipament",,,,,,2023-07-18,2023-07-25,,
"Ridicare echipament",,,,,,2023-07-19,2023-07-25,,
"Verificare echipament",,,,,,2023-07-19,2023-07-19,,
"Ridicare echipament",,,,,,2023-07-17,2023-07-17,,
"Inlocuire display",,,,,,2023-07-17,2023-07-17,,
"Eroare P0200 , predare echipament dupa reparatie.",,,,,,2023-07-05,2023-07-05,,
"Predare echipament",,,,,,2023-07-05,2023-07-05,,
"Predare echipament",,,,,,2023-07-05,2023-07-05,,
"Verificare echhipament",,,,,,2023-07-31,2023-07-31,,
"Predare echipament dupa reparatia acestuia",,,,,,2023-07-28,2023-07-28,,
"service PATHFAST",,,,,,2023-07-11,2023-07-11,,
"service GASTAT 735",,,,,,2023-07-17,2023-07-17,,
"service MONNAL T60",,,,,,2023-07-17,2023-07-17,,
"service PATHFAST",,,,,,2023-07-17,2023-07-17,,
"service GASTAT 735",,,,,,2023-07-20,2023-07-20,,
"service MONNAL T60",,,,,,2023-07-20,2023-07-20,,
"service PATHFAST",,,,,,2023-07-20,2023-07-20,,
"service PATHFAST",,,,,,2023-07-21,2023-07-21,,
"service PATHFAST",,,,,,2023-07-24,2023-07-24,,
"service MONNAL T60",,,,,,2023-07-26,2023-07-26,,
"service GASTAT 735",,,,,,2023-07-26,2023-07-26,,
"service VALLEYLAB",,,,,,2023-07-26,2023-07-26,,
"service PATHFAST",,,,,,2023-07-28,2023-07-28,,
"mentenanta Pathfast",,,,,,2023-08-02,2023-08-02,,
"verificari Valleylab -",,,,,,2023-06-22,2023-06-22,,
"mentenanta Pathfast",,,,,,2023-05-16,2023-05-16,,
"mentenanta Pathfast",,,,,,2023-07-26,2023-07-26,,
"mentenanta Spotchem",,,,,,2023-07-26,2023-07-26,,
"mentenanta Pathfast",,,,,,2023-06-15,2023-06-15,,
"service Gastat",,,,,,2023-07-27,2023-07-27,,
"mentenanta Pathfast",,,,,,2023-08-08,2023-08-08,,
"mentenanta Pathfast",,,,,,2023-08-08,2023-08-08,,
"verificari Valleylab -",,,,,,2023-08-17,2023-08-17,,
"Revizie conform contract",,,,,,2023-08-23,2023-08-24,,
"Revizie conform contract",,,,,,2023-08-23,2023-08-24,,
"Preluare Ptf pentru reparatie",,,,,,2023-08-21,2023-08-21,,
"Revizie Ptf",,,,,,2023-07-28,2023-07-28,,
"Revizie electrocautere",,,,,,2023-08-23,2023-08-23,,
"Revizie electrocautere",,,,,,2023-08-22,2023-08-22,,
"Calibrare P-SEP",,,,,,2023-08-01,2023-08-01,,
"Verificare ecran Ptf",,,,,,2023-07-19,2023-07-19,,
"Inlocuire Ptf",,,,,,2023-07-31,2023-07-31,,
"Defectiune citire cod bare",,,,,,2023-08-01,2023-08-01,,
"Revizie Ptf",,,,,,2023-07-12,2023-07-12,,
"Revizie electrocautere",,,,,,2023-07-12,2023-07-12,,
"Revizie Ptf",,,,,,2023-07-12,2023-07-12,,
"Ridicare echipament",,,,,,2023-08-25,2023-08-28,,
"Predare echipament ,Eroare injector mare",,,,,,2023-08-08,2023-08-08,,
"Verificare echipament",,,,,,2023-08-08,2023-08-08,,
"Curatare echipament de praf",,,,,,2023-08-04,2023-08-04,,
"Predare echipament",,,,,,2023-08-03,2023-08-03,,
"Inlocuire electrozi Gastat",,,,,,2023-07-14,2023-07-14,,
"Ridicare echipament",,,,,,2023-08-01,2023-08-08,,
"Eroare FS-P",,,,,,2023-08-16,2023-08-16,,
"Verificare functionare electrocauter",,,,,,2023-08-10,2023-08-10,,
"Eroare FS-P",,,,,,2023-08-14,2023-08-14,,
"Curatare si verificare echipament",,,,,,2023-08-30,2023-08-30,,
"service GASTAT 735",,,,,,2023-08-02,2023-08-02,,
"service PATHFAST",,,,,,2023-08-11,2023-08-11,,
"service GASTAT 735",,,,,,2023-08-22,2023-08-22,,
"service MONNAL T60",,,,,,2023-08-22,2023-08-22,,
"verificari Valleylab -",,,,,,2023-08-21,2023-08-21,,
"mentenanta Pathfast",,,,,,2023-09-05,2023-09-05,,
"verificari Hemochron",,,,,,2023-09-05,2023-09-05,,
"mentenanta Pathfast",,,,,,2023-09-07,2023-09-07,,
"verificari Hemochron",,,,,,2023-09-14,2023-09-14,,
"mentenanta Pathfast",,,,,,2023-09-14,2023-09-14,,
"mentenanta Pathfast",,,,,,2023-09-14,2023-09-14,,
"mentenanta Pathfast",,,,,,2023-09-19,2023-09-19,,
"mentenanta Pathfast",,,,,,2023-09-25,2023-09-25,,
"Revizie conform contract",,,,,,2023-09-22,2023-09-22,,
"Predare  echipament",,,,,,2023-09-25,2023-09-25,,
"Predare echipament",,,,,,2023-09-22,2023-09-25,,
"Ridicare echipament",,,,,,2023-09-25,2023-09-25,,
"Ridicare echipament",,,,,,2023-09-22,2023-09-25,,
"Predare echipament",,,,,,2023-09-21,2023-09-21,,
"Inlocuire capete de pompa",,,,,,2023-09-13,2023-09-13,,
"Ridicare echipament",,,,,,2023-09-13,2023-09-13,,
"Predare echipament",,,,,,2023-09-08,2023-09-08,,
"Ridicare echipament",,,,,,2023-09-08,2023-09-08,,
"Inlocuire electrod de referinta",,,,,,2023-09-07,2023-09-07,,
"Verificare echipament",,,,,,2023-09-07,2023-09-07,,
"Revizie, update de soft",,,,,,2023-09-06,2023-09-06,,
"PMT fitting error",,,,,,2023-09-05,2023-09-05,,
"Verificare echipament",,,,,,2023-09-05,2023-09-05,,
"service PATHFAST",,,,,,2023-09-01,2023-09-01,,
"service UNYVERO",,,,,,2023-09-05,2023-09-05,,
"service GASTAT 735",,,,,,2023-09-06,2023-09-06,,
"service PATHFAST",,,,,,2023-09-06,2023-09-06,,
"service PATHFAST",,,,,,2023-09-07,2023-09-07,,
"service PATHFAST",,,,,,2023-09-07,2023-09-07,,
"service GASTAT 735",,,,,,2023-09-08,2023-11-08,,
"service GASTAT 735",,,,,,2023-09-12,2023-09-12,,
"service Hemochron",,,,,,2023-09-14,2023-09-14,,
"service PATHFAST",,,,,,2023-09-14,2023-09-14,,
"service GASTAT 735",,,,,,2023-09-14,2023-09-14,,
"service PATHFAST",,,,,,2023-09-18,2023-09-18,,
"service PATHFAST",,,,,,2023-09-21,2023-09-21,,
"service PATHFAST",,,,,,2023-09-21,2023-09-21,,
"service PATHFAST",,,,,,2023-09-22,2023-09-22,,
"service Hemochron",,,,,,2023-09-25,2023-09-25,,
"service PATHFAST",,,,,,2023-09-25,2023-09-25,,
"service UNYVERO",,,,,,2023-09-26,2023-09-26,,
"service PATHFAST",,,,,,2023-09-27,2023-09-27,,
"Revizie Ptf",,,,,,2023-09-12,2023-09-12,,
"Revizie electrocautere",,,,,,2023-09-12,2023-09-12,,
"Revizie Ptf",,,,,,2023-09-12,2023-09-12,,
"Verificare functionare Monnal",,,,,,2023-06-27,2023-06-27,,
"Verificare ventilatoare Monnal",,,,,,2023-06-27,2023-06-27,,
"Verificare ventilatoare Monnal",,,,,,2023-06-27,2023-06-27,,
"Predare UC Versa Trek",,,,,,2023-06-20,2023-06-20,,
"Revizie electrocautere",,,,,,2023-06-21,2023-06-21,,
"Revizie electrocautere",,,,,,2023-06-21,2023-06-21,,
"Revizie electrocautere",,,,,,2023-06-21,2023-06-21,,
"Revizie electrocautere",,,,,,2023-06-21,2023-06-21,,
"Pathfast defect",,,,,,2023-06-28,2023-06-28,,
"Verificare functionare Ptf",,,,,,2023-08-21,2023-08-21,,
"Revizie Ptf",,,,,,2023-08-31,2023-08-31,,
"Preluare Ptf",,,,,,2023-07-10,2023-07-10,,
"Predare Ptf",,,,,,2023-07-12,2023-07-12,,
"Predare Ptf",,,,,,2023-07-12,2023-07-12,,
"mentenanta Pathfast",,,,,,2023-09-26,2023-09-26,,
"mentenanta Pathfast",,,,,,2023-09-27,2023-09-27,,
"verificari Valleylab -",,,,,,2023-09-28,2023-09-28,,
"verificari Monnal",,,,,,2023-09-28,2023-09-28,,
"verificari Monnal",,,,,,2023-09-28,2023-09-28,,
"verificari Monnal",,,,,,2023-09-28,2023-09-28,,
"verificari Monnal",,,,,,2023-09-28,2023-09-28,,
"Interventie Pathfast IBCV IASI - PV 3067",,,,,,2023-05-10,2023-05-10,,
"Interventie Valleylab IRO IASI PV - 3270",,,,,,2023-05-17,2023-05-17,,
"Interventie Valleylab IRO IASI - PV 3269",,,,,,2023-05-17,2023-05-17,,
"Interventie Valleylab Sf. Spiridon IASI PV - 3272",,,,,,2023-05-17,2023-05-17,,
"Interventie Pathfast IBCV IASI - PV 3498",,,,,,2023-05-29,2023-05-29,,
"Interventie Pathfast Radauti PV - 4037",,,,,,2023-06-26,2023-06-26,,
"Interventie Versatrek Vaslui PV - 3585",,,,,,2023-05-31,2023-05-31,,
"Upgrade cabluri PMT/BCR Pathfast Vaslui PV - 6817",,,,,,2023-10-30,2023-10-30,,
"Interventie Pathfast Roman PV - 4803",,,,,,2023-07-28,2023-07-28,,
"Revizie periodica Valleylab PV - 5376",,,,,,2023-08-29,2023-08-29,,
"Revizie periodica Valleylab PV - 5374",,,,,,2023-08-29,2023-08-29,,
"Revizie periodica Valleylab P.Neamt PV-5375",,,,,,2023-08-29,2023-08-29,,
"Interventie Pathfast Bacau PV - 4303",,,,,,2023-07-05,2023-07-05,,
"Interventie Pathfast Bacau PV - 4304",,,,,,2023-07-05,2023-07-05,,
"Interventie Pathfast Focsani PV - 5139",,,,,,2023-08-16,2023-08-16,,
"Interventie Pathfast Bacau PV - 5193",,,,,,2023-08-18,2023-08-18,,
"Interventie Norma Onesti PV - 5803",,,,,,2023-09-18,2023-09-18,,
"Interventie Pathfast Bacau PV - 5870",,,,,,2023-09-20,2023-09-20,,
"Interventie Valleylab Bacau PV - 6385",,,,,,2023-10-10,2023-10-10,,
"Interventie Pathfast Bacau PV - 6363",,,,,,2023-10-10,2023-10-10,,
"Revizie periodica Pathfast Bacau PV - 6362",,,,,,2023-10-10,2023-10-10,,
"Revizie periodica Pathfast Bacau PV - 6364",,,,,,2023-10-10,2023-10-10,,
"Revizie periodica Pathfast Bacau PV - 6365",,,,,,2023-10-10,2023-10-10,,
"Revizie periodica Valleylab Bacau PV - 6366",,,,,,2023-10-10,2023-10-10,,
"Revizie periodica Valleylab Moinesti PV - 6361",,,,,,2023-10-10,2023-10-10,,
"Interventie Valleylab Sf. Maria IASI PV - 3632",,,,,,2023-06-06,2023-06-06,,
"Interventie Pathfast IRO IASI PV - 3026",,,,,,2023-05-09,2023-05-09,,
"Interventie Valleylab IRO IASI PV - 4530",,,,,,2023-07-14,2023-07-14,,
"Interventie Valleylab IRO PV - 4531",,,,,,2023-07-14,2023-07-14,,
"Interventie Valleylab IRO IASI PV - 4215",,,,,,2023-07-03,2023-07-03,,
"Interventie Valleylab IRO IASI PV - 4940",,,,,,2023-08-04,2023-08-04,,
"Interventie Valleylab IRO IASI PV - 5175",,,,,,2023-08-17,2023-08-17,,
"Interventie Valleylab Sf. Spiridon IASI PV - 3631",,,,,,2023-06-06,2023-06-06,,
"Interventie Valleylab Sf. Spiridon IASI PV - 3630",,,,,,2023-06-06,2023-06-06,,
"Interventie Valleylab Sf. Spiridon IASI PV - 5955",,,,,,2023-09-22,2023-09-22,,
"Interventie Valleylab Sf. Spiridon IASI PV - 5956",,,,,,2023-09-22,2023-09-22,,
